age,workclass,education,marital-status,occupation,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,years_experience,skills,salary_in_inr
30,Local-gov,HS-grad,Divorced,AI Engineer,White,Male,7529,33,33,United States,>50K,0,"NLP, PyTorch, TensorFlow",1200000
41,Self-emp-not-inc,PhD,Never-married,Web Developer,Asian-Pac-Islander,Male,6092,1360,58,China,<=50K,12,"JavaScript, CSS, React",755856
28,Private,Masters,Separated,ML Engineer,Black,Other,3705,1063,51,Germany,<=50K,10,"Python, Pandas, XGBoost",1143310
52,Private,Masters,Separated,ML Engineer,White,Male,5133,752,58,Canada,<=50K,4,"Scikit-learn, Python, XGBoost",1113828
22,Local-gov,Associate,Married-civ-spouse,Business Analyst,Asian-Pac-Islander,Other,3490,1286,53,United States,>50K,19,"Presentation, SQL, Excel",1002548
30,Private,Some-college,Separated,Web Developer,Amer-Indian-Eskimo,Female,2290,507,38,China,<=50K,17,"Node.js, JavaScript, React",784926
41,Self-emp-not-inc,Some-college,Widowed,Data Analyst,Amer-Indian-Eskimo,Female,894,1605,58,United States,>50K,3,"Excel, Tableau, Power BI",788383
26,Local-gov,Bachelors,Divorced,Web Developer,Black,Female,9312,861,41,Australia,>50K,15,"HTML, Node.js, JavaScript",783180
22,Self-emp-inc,Masters,Never-married,AI Engineer,Amer-Indian-Eskimo,Other,4693,1287,52,Australia,>50K,13,"NLP, Python, TensorFlow",1558566
56,Local-gov,Masters,Divorced,ML Engineer,Asian-Pac-Islander,Male,8377,1886,36,United States,>50K,12,"MLflow, Python, Scikit-learn",1292020
37,Private,Masters,Never-married,System Admin,White,Female,9975,112,39,China,>50K,5,"Linux, Docker, Shell Scripting",622480
22,Self-emp-not-inc,HS-grad,Divorced,Software Developer,Black,Female,2079,1535,54,Canada,>50K,3,"Java, Python, C++",856736
55,Private,PhD,Widowed,ML Engineer,Amer-Indian-Eskimo,Female,8368,737,31,Germany,>50K,5,"XGBoost, Scikit-learn, Pandas",1066855
58,State-gov,Associate,Never-married,Data Analyst,Other,Male,721,1758,57,India,<=50K,15,"Power BI, Tableau, SQL",937960
24,Local-gov,Associate,Separated,Data Analyst,Asian-Pac-Islander,Male,6819,1875,53,Canada,<=50K,2,"Python, Power BI, SQL",752900
25,Self-emp-not-inc,Masters,Widowed,AI Engineer,Amer-Indian-Eskimo,Male,7620,1773,39,Canada,<=50K,17,"NLP, Python, PyTorch",1481775
40,Local-gov,PhD,Widowed,Data Analyst,Amer-Indian-Eskimo,Female,9694,1990,45,United States,>50K,17,"Excel, Python, SQL",1098412
23,Self-emp-not-inc,Some-college,Divorced,AI Engineer,Asian-Pac-Islander,Male,6164,1738,53,China,<=50K,6,"Deep Learning, PyTorch, NLP",1356732
25,Self-emp-not-inc,Associate,Divorced,ML Engineer,White,Male,8515,845,52,Canada,>50K,2,"MLflow, Python, XGBoost",1028748
47,Private,Some-college,Widowed,AI Engineer,Amer-Indian-Eskimo,Other,2141,484,39,Canada,>50K,12,"TensorFlow, Deep Learning, PyTorch",1426932
36,Private,Masters,Married-civ-spouse,ML Engineer,Black,Male,2693,920,44,Canada,>50K,17,"XGBoost, Scikit-learn, Pandas",1341734
51,Self-emp-inc,Bachelors,Never-married,Data Scientist,Asian-Pac-Islander,Other,9884,82,36,Canada,<=50K,7,"SQL, Machine Learning, Statistics",1181228
41,Self-emp-inc,Masters,Never-married,System Admin,Amer-Indian-Eskimo,Other,9013,511,33,Germany,<=50K,4,"Linux, Docker, AWS",619132
30,Self-emp-not-inc,HS-grad,Divorced,ML Engineer,Other,Other,4240,1878,56,India,<=50K,2,"Scikit-learn, Pandas, Python",1026026
43,Private,Bachelors,Separated,AI Engineer,Black,Other,7096,1682,53,Germany,>50K,12,"NLP, PyTorch, Deep Learning",1404420
33,Self-emp-inc,PhD,Separated,Data Scientist,White,Other,4026,1325,39,Germany,>50K,17,"Machine Learning, Python, Statistics",1425839
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Data Analyst,Other,Male,6266,1601,52,Canada,>50K,15,"Power BI, Python, Excel",982915
33,Private,PhD,Widowed,Data Analyst,White,Female,959,1656,45,Australia,<=50K,18,"Excel, Python, SQL",1026178
37,Self-emp-inc,Some-college,Never-married,Data Analyst,Other,Female,5813,1915,56,United States,<=50K,18,"Power BI, Python, Tableau",896632
44,Local-gov,Some-college,Married-civ-spouse,Data Analyst,Amer-Indian-Eskimo,Other,5063,359,45,India,<=50K,7,"Python, Excel, SQL",890750
52,Private,PhD,Widowed,Data Analyst,Black,Female,2907,1881,55,Canada,<=50K,4,"Python, Excel, SQL",808980
45,Private,PhD,Separated,ML Engineer,Asian-Pac-Islander,Female,5285,279,35,China,>50K,20,"Pandas, XGBoost, Python",1568280
44,Self-emp-not-inc,Associate,Widowed,Data Scientist,Amer-Indian-Eskimo,Female,4825,260,35,China,<=50K,18,"Machine Learning, Python, Statistics",1635302
42,Local-gov,Masters,Widowed,ML Engineer,Amer-Indian-Eskimo,Male,5425,1526,32,United States,<=50K,10,"Scikit-learn, Python, XGBoost",1210010
50,Private,PhD,Married-civ-spouse,Data Analyst,White,Female,4205,1611,33,China,<=50K,12,"Tableau, Python, SQL",982792
53,Federal-gov,PhD,Widowed,System Admin,White,Female,9470,1333,54,China,<=50K,14,"Linux, Docker, Networking",699198
42,Self-emp-inc,Bachelors,Never-married,Web Developer,Black,Female,2636,1499,32,Australia,>50K,2,"JavaScript, React, Node.js",622030
49,State-gov,Masters,Widowed,System Admin,Black,Male,1659,678,36,United States,>50K,17,"Docker, Shell Scripting, AWS",876808
41,Self-emp-not-inc,Bachelors,Never-married,System Admin,Other,Other,8043,314,31,Canada,<=50K,2,"Shell Scripting, AWS, Linux",576356
23,Self-emp-not-inc,Masters,Divorced,ML Engineer,Amer-Indian-Eskimo,Male,5052,1607,42,Germany,>50K,8,"Python, Pandas, MLflow",1177256
46,Self-emp-inc,Masters,Separated,AI Engineer,Asian-Pac-Islander,Female,7619,539,37,Canada,>50K,4,"Python, Deep Learning, TensorFlow",1285060
56,Federal-gov,Some-college,Married-civ-spouse,AI Engineer,Amer-Indian-Eskimo,Other,6858,1977,47,China,>50K,15,"Deep Learning, PyTorch, NLP",1496880
27,Federal-gov,Associate,Never-married,Data Scientist,White,Female,2832,1943,35,United States,>50K,4,"Python, Machine Learning, Statistics",1197064
34,State-gov,Masters,Widowed,Software Developer,Asian-Pac-Islander,Other,1097,178,42,Australia,<=50K,10,"Python, Spring, Java",1092530
55,Federal-gov,Bachelors,Separated,Data Scientist,Black,Other,9632,1193,54,India,>50K,18,"Python, SQL, Machine Learning",1482806
48,Self-emp-inc,HS-grad,Separated,Business Analyst,White,Male,4512,825,34,Australia,>50K,12,"Excel, Presentation, SQL",963408
25,State-gov,HS-grad,Divorced,Web Developer,White,Female,4965,636,38,Germany,>50K,3,"CSS, Node.js, React",673557
42,Self-emp-inc,Associate,Separated,ML Engineer,Black,Female,3463,1870,56,Germany,>50K,16,"XGBoost, Python, MLflow",1243344
26,Self-emp-inc,Associate,Widowed,System Admin,Black,Other,9317,59,35,United States,>50K,6,"Linux, Networking, Docker",699736
25,Self-emp-inc,Associate,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Female,8275,812,50,India,>50K,7,"Python, Spring, Git",972319
33,Federal-gov,Some-college,Widowed,Web Developer,Asian-Pac-Islander,Male,4237,1533,56,China,<=50K,0,"React, HTML, Node.js",600000
35,Self-emp-not-inc,Associate,Married-civ-spouse,Data Analyst,Asian-Pac-Islander,Other,6709,1051,30,China,<=50K,4,"Excel, SQL, Tableau",773080
60,Self-emp-inc,Associate,Divorced,System Admin,Amer-Indian-Eskimo,Female,7520,516,36,Germany,<=50K,16,"Docker, AWS, Shell Scripting",763632
22,Local-gov,Associate,Divorced,Software Developer,Asian-Pac-Islander,Other,1771,986,32,Canada,>50K,20,"Python, Git, C++",1195800
34,Self-emp-not-inc,Some-college,Married-civ-spouse,AI Engineer,Other,Female,5236,1394,34,China,<=50K,15,"TensorFlow, Deep Learning, PyTorch",1548855
46,State-gov,Bachelors,Widowed,Data Analyst,Asian-Pac-Islander,Other,3643,1405,47,China,>50K,11,"Python, Power BI, SQL",1011212
33,Self-emp-inc,Bachelors,Separated,Data Scientist,Asian-Pac-Islander,Other,9159,1562,59,United States,>50K,10,"Python, R, Machine Learning",1273180
41,Federal-gov,PhD,Divorced,Software Developer,Other,Female,7598,1743,33,Germany,<=50K,20,"Git, Java, C++",1127480
54,Private,Associate,Separated,Software Developer,Amer-Indian-Eskimo,Male,2470,281,36,Canada,>50K,18,"Spring, C++, Git",1086362
27,Federal-gov,PhD,Married-civ-spouse,Web Developer,White,Male,7406,560,36,United States,>50K,5,"React, HTML, Node.js",721055
49,Federal-gov,HS-grad,Separated,System Admin,White,Male,8745,408,53,Canada,>50K,10,"Docker, Networking, Linux",651350
37,Self-emp-not-inc,Associate,Divorced,Software Developer,Black,Male,6284,1030,48,Canada,<=50K,1,"Python, Git, C++",827048
60,Local-gov,PhD,Separated,Data Scientist,Asian-Pac-Islander,Female,5885,1536,36,United States,>50K,12,"Python, R, Statistics",1271588
35,State-gov,Bachelors,Widowed,Data Scientist,White,Female,612,768,58,China,<=50K,17,"Statistics, Python, SQL",1296707
28,State-gov,Bachelors,Never-married,ML Engineer,Amer-Indian-Eskimo,Female,6230,253,47,Canada,>50K,4,"Scikit-learn, Python, MLflow",1095164
28,State-gov,Some-college,Divorced,Data Scientist,Amer-Indian-Eskimo,Male,8381,1472,49,India,<=50K,3,"Machine Learning, R, SQL",1149635
38,Local-gov,Masters,Divorced,System Admin,Asian-Pac-Islander,Male,645,1122,45,United States,>50K,15,"Shell Scripting, Networking, Linux",706255
27,Private,Some-college,Separated,Data Scientist,White,Other,1229,1481,53,India,>50K,20,"R, Machine Learning, Statistics",1473080
51,Private,Bachelors,Married-civ-spouse,AI Engineer,Asian-Pac-Islander,Female,5123,872,53,India,<=50K,1,"Python, PyTorch, TensorFlow",1215587
43,Self-emp-inc,HS-grad,Widowed,Software Developer,White,Female,5615,374,33,Germany,>50K,14,"Python, Spring, Git",1159394
48,State-gov,Masters,Never-married,Data Scientist,White,Male,1699,852,59,Australia,>50K,18,"Machine Learning, R, SQL",1503974
44,Local-gov,Bachelors,Married-civ-spouse,Business Analyst,Amer-Indian-Eskimo,Male,6738,902,31,India,<=50K,10,"Excel, SQL, Power BI",960850
55,Local-gov,Associate,Widowed,ML Engineer,Amer-Indian-Eskimo,Other,4072,986,41,China,>50K,12,"Scikit-learn, Python, Pandas",1181704
54,Federal-gov,HS-grad,Married-civ-spouse,ML Engineer,Amer-Indian-Eskimo,Female,3946,677,38,India,>50K,17,"Pandas, MLflow, Python",1213911
51,Federal-gov,Some-college,Separated,ML Engineer,Amer-Indian-Eskimo,Female,5178,243,45,China,>50K,3,"Pandas, MLflow, Python",1084768
57,Private,Bachelors,Widowed,Software Developer,Other,Other,3389,1340,51,Germany,>50K,11,"Java, C++, Spring",1029658
57,Local-gov,Some-college,Separated,Web Developer,Amer-Indian-Eskimo,Male,1596,1555,51,United States,<=50K,11,"JavaScript, Node.js, React",748313
24,Self-emp-not-inc,HS-grad,Married-civ-spouse,System Admin,White,Female,3209,384,33,Germany,<=50K,6,"Shell Scripting, Linux, Networking",619138
59,Private,HS-grad,Separated,Data Scientist,Amer-Indian-Eskimo,Male,8689,1507,31,Australia,>50K,18,"Machine Learning, R, SQL",1621244
33,State-gov,Masters,Never-married,System Admin,Other,Other,5273,1032,58,Germany,>50K,19,"Networking, Shell Scripting, Docker",953446
40,Federal-gov,Masters,Married-civ-spouse,System Admin,Other,Other,8393,612,56,China,>50K,10,"Docker, Networking, Linux",718710
40,State-gov,PhD,Married-civ-spouse,Data Scientist,Other,Other,5281,1454,33,Canada,>50K,18,"Statistics, Machine Learning, SQL",1594892
40,Federal-gov,Bachelors,Widowed,ML Engineer,White,Female,2381,108,51,India,<=50K,5,"XGBoost, MLflow, Python",1060160
40,Self-emp-not-inc,Some-college,Never-married,Web Developer,Amer-Indian-Eskimo,Male,9205,1771,37,China,>50K,12,"CSS, JavaScript, React",738468
46,Federal-gov,HS-grad,Divorced,AI Engineer,White,Other,4117,415,49,Germany,>50K,20,"TensorFlow, PyTorch, Deep Learning",1526800
40,Federal-gov,Masters,Never-married,Data Scientist,Black,Other,8418,244,42,India,>50K,17,"SQL, R, Python",1595312
38,Private,PhD,Separated,Data Scientist,White,Male,5285,1222,31,China,>50K,9,"Machine Learning, SQL, Python",1283735
55,Self-emp-not-inc,Masters,Widowed,ML Engineer,Other,Male,6814,1112,47,Germany,<=50K,7,"Scikit-learn, XGBoost, MLflow",1152754
40,Self-emp-not-inc,Some-college,Widowed,Business Analyst,Other,Other,144,234,51,Canada,>50K,20,"Problem Solving, SQL, Excel",1160320
46,Private,HS-grad,Divorced,Software Developer,White,Other,6143,1053,55,Australia,>50K,1,"Python, C++, Spring",826839
27,Private,Masters,Widowed,AI Engineer,White,Male,3492,1771,51,Germany,>50K,6,"Deep Learning, NLP, TensorFlow",1274178
31,Private,HS-grad,Divorced,AI Engineer,White,Male,889,364,55,Canada,>50K,18,"PyTorch, TensorFlow, Deep Learning",1608870
50,State-gov,HS-grad,Separated,Web Developer,White,Female,1938,1095,30,China,>50K,2,"Node.js, HTML, JavaScript",624756
44,Local-gov,Bachelors,Divorced,Software Developer,Other,Male,4612,1567,59,Germany,<=50K,0,"Spring, C++, Python",800000
30,State-gov,HS-grad,Widowed,Software Developer,Black,Female,6113,1960,60,India,>50K,17,"C++, Java, Spring",972788
58,Local-gov,HS-grad,Widowed,ML Engineer,Asian-Pac-Islander,Male,5633,433,43,China,>50K,4,"Scikit-learn, MLflow, Python",1073124
34,Private,Masters,Widowed,AI Engineer,Other,Female,9005,149,39,China,<=50K,3,"PyTorch, NLP, Deep Learning",1265106
30,State-gov,Associate,Married-civ-spouse,ML Engineer,Asian-Pac-Islander,Other,1143,1843,36,Canada,>50K,10,"MLflow, XGBoost, Pandas",1291420
31,Local-gov,Some-college,Divorced,Web Developer,Amer-Indian-Eskimo,Male,79,641,37,United States,>50K,20,"React, JavaScript, CSS",888000
43,Federal-gov,HS-grad,Separated,Web Developer,Asian-Pac-Islander,Female,9038,222,35,China,>50K,8,"CSS, Node.js, React",700040
26,Private,Some-college,Never-married,System Admin,Other,Male,600,1129,38,Australia,>50K,17,"AWS, Networking, Docker",938637
36,Local-gov,Associate,Divorced,Data Scientist,Amer-Indian-Eskimo,Other,8362,185,42,Canada,>50K,7,"Statistics, R, SQL",1202193
50,Self-emp-not-inc,Masters,Widowed,Data Scientist,Amer-Indian-Eskimo,Female,662,448,54,Germany,<=50K,8,"SQL, R, Python",1234200
55,Self-emp-inc,HS-grad,Separated,Business Analyst,White,Male,5309,211,52,Australia,>50K,8,"Power BI, SQL, Presentation",929224
45,Local-gov,Associate,Never-married,Software Developer,Amer-Indian-Eskimo,Male,8460,831,41,Canada,>50K,15,"Git, Java, Python",1018295
50,Self-emp-not-inc,Masters,Never-married,Software Developer,Black,Male,3062,322,41,Australia,>50K,3,"C++, Spring, Git",841139
52,State-gov,HS-grad,Separated,Data Analyst,Other,Male,6732,45,37,India,<=50K,18,"Excel, Python, Power BI",1182364
24,Local-gov,Masters,Never-married,Data Scientist,Asian-Pac-Islander,Male,8464,1962,42,Australia,>50K,20,"Python, SQL, Statistics",1441940
50,Local-gov,HS-grad,Separated,Data Scientist,Black,Female,9844,292,55,Australia,>50K,5,"Statistics, SQL, Python",1206140
51,Local-gov,Some-college,Never-married,Data Analyst,Amer-Indian-Eskimo,Female,2166,222,30,United States,>50K,16,"Tableau, Excel, Power BI",910480
33,Federal-gov,Some-college,Widowed,AI Engineer,Other,Other,1925,190,45,China,<=50K,19,"Deep Learning, Python, TensorFlow",1658641
55,Federal-gov,PhD,Never-married,System Admin,Black,Female,6246,717,48,China,>50K,18,"Linux, AWS, Docker",880120
52,Self-emp-not-inc,Bachelors,Divorced,System Admin,Asian-Pac-Islander,Male,89,1452,53,India,>50K,3,"Docker, Linux, Networking",600193
42,Federal-gov,PhD,Never-married,Data Scientist,Amer-Indian-Eskimo,Other,9590,519,38,Australia,>50K,11,"Statistics, SQL, Machine Learning",1353253
35,Federal-gov,Some-college,Widowed,Business Analyst,Black,Female,9160,1136,45,Canada,>50K,18,"Power BI, Presentation, Problem Solving",1011432
29,State-gov,Masters,Separated,Data Scientist,White,Male,8328,820,55,Canada,>50K,19,"Python, R, Machine Learning",1293287
27,Self-emp-not-inc,HS-grad,Widowed,System Admin,White,Male,4310,454,41,India,>50K,12,"AWS, Shell Scripting, Docker",904924
25,Self-emp-not-inc,Associate,Separated,Business Analyst,White,Male,8489,585,36,India,>50K,16,"Problem Solving, SQL, Power BI",998848
24,Self-emp-inc,Masters,Never-married,Data Scientist,White,Female,6544,723,51,Germany,>50K,6,"Statistics, Python, SQL",1173488
27,Local-gov,PhD,Widowed,Web Developer,Asian-Pac-Islander,Female,3707,1241,60,United States,>50K,12,"Node.js, HTML, CSS",788820
48,Local-gov,Bachelors,Widowed,ML Engineer,Other,Female,5570,1939,33,Australia,>50K,17,"MLflow, XGBoost, Pandas",1416636
46,Local-gov,HS-grad,Married-civ-spouse,Web Developer,Amer-Indian-Eskimo,Other,7548,1836,48,India,>50K,8,"HTML, React, JavaScript",737768
36,Self-emp-inc,HS-grad,Divorced,AI Engineer,Asian-Pac-Islander,Male,4706,190,42,China,>50K,10,"Python, PyTorch, NLP",1402840
44,Self-emp-not-inc,Some-college,Divorced,Data Scientist,Black,Female,3271,480,53,United States,>50K,6,"R, Statistics, Python",1229996
31,Private,Bachelors,Never-married,Business Analyst,Other,Male,8871,1961,31,Germany,<=50K,10,"Presentation, Power BI, SQL",909920
54,Self-emp-inc,HS-grad,Married-civ-spouse,Data Scientist,White,Other,6933,979,60,Australia,<=50K,11,"Machine Learning, R, Statistics",1253384
55,Federal-gov,PhD,Never-married,AI Engineer,Black,Female,9519,206,40,Canada,>50K,8,"PyTorch, TensorFlow, Python",1350616
52,Local-gov,PhD,Divorced,Data Scientist,Amer-Indian-Eskimo,Female,3449,858,52,Canada,<=50K,12,"SQL, Machine Learning, Python",1444676
30,Local-gov,Associate,Married-civ-spouse,ML Engineer,Asian-Pac-Islander,Male,9098,885,57,Germany,<=50K,4,"Pandas, Python, MLflow",1095248
53,Self-emp-not-inc,Associate,Widowed,Web Developer,Amer-Indian-Eskimo,Female,4111,1151,57,Australia,<=50K,3,"CSS, HTML, React",654996
52,State-gov,Bachelors,Separated,Web Developer,Asian-Pac-Islander,Female,5903,1147,47,Canada,<=50K,13,"HTML, JavaScript, React",987959
34,Local-gov,Some-college,Widowed,Data Scientist,Asian-Pac-Islander,Female,5326,1378,46,Germany,>50K,14,"Python, Machine Learning, SQL",1371432
51,State-gov,Masters,Married-civ-spouse,Web Developer,Amer-Indian-Eskimo,Other,9365,828,57,India,<=50K,10,"CSS, JavaScript, Node.js",795470
39,Local-gov,Associate,Separated,Software Developer,Amer-Indian-Eskimo,Female,9616,1066,60,Germany,>50K,5,"Java, C++, Python",888440
38,State-gov,Associate,Never-married,Data Analyst,Black,Female,1687,195,32,Germany,>50K,0,"Tableau, SQL, Python",700000
31,Private,Associate,Separated,Software Developer,Black,Male,4655,907,50,United States,<=50K,5,"Java, Git, Python",908460
42,Federal-gov,HS-grad,Widowed,Software Developer,Other,Female,2213,1985,60,China,>50K,18,"Git, Spring, Python",1312640
49,Local-gov,Associate,Widowed,Software Developer,Asian-Pac-Islander,Female,8841,465,55,India,>50K,11,"Spring, Python, Java",1019417
22,Private,Some-college,Married-civ-spouse,Web Developer,Asian-Pac-Islander,Female,8767,17,52,Germany,>50K,15,"JavaScript, HTML, CSS",893970
60,Self-emp-not-inc,Bachelors,Widowed,Web Developer,Black,Female,9184,895,42,United States,<=50K,20,"React, Node.js, HTML",972340
27,Federal-gov,Associate,Married-civ-spouse,Software Developer,Asian-Pac-Islander,Other,8715,1656,38,Germany,<=50K,2,"C++, Git, Spring",827232
51,Local-gov,HS-grad,Divorced,Business Analyst,Black,Female,317,311,31,Australia,<=50K,3,"Power BI, Problem Solving, Excel",823098
22,Self-emp-not-inc,Bachelors,Married-civ-spouse,AI Engineer,Amer-Indian-Eskimo,Male,5601,860,39,Germany,>50K,14,"Python, TensorFlow, Deep Learning",1407018
25,Self-emp-inc,HS-grad,Never-married,Business Analyst,Black,Male,4097,1673,42,India,<=50K,7,"Presentation, Problem Solving, Excel",827686
34,Federal-gov,Associate,Never-married,Data Analyst,Amer-Indian-Eskimo,Female,5113,1917,40,United States,>50K,1,"Python, SQL, Excel",725768
41,Self-emp-not-inc,PhD,Never-married,Data Analyst,White,Male,7113,664,30,United States,>50K,18,"SQL, Tableau, Python",885256
24,Local-gov,Associate,Separated,Data Scientist,Asian-Pac-Islander,Male,4075,322,45,India,>50K,10,"Python, Statistics, R",1250430
56,Private,Masters,Separated,Data Analyst,Asian-Pac-Islander,Other,5690,1649,58,Germany,>50K,0,"Tableau, Power BI, Python",700000
